question,NE,p_can,p_cant,rej_mode,C_agg,hit_gold
Which musician founded the Red Hot Peppers?,0.0,1.0,0.0,standard,"[""anthony kiedis"", ""anthony kiedis and flea"", ""anthony kiedis and flea are key musicians associated with founding the red hot"", ""anthony kiedis and flea founded the red hot chili peppers"", ""anthony kiedis flea jack sherman and hillel slov"", ""anthony kiedis founded the red hot chili peppers"", ""anthony kiedis is one of the founding members of the red hot chili pe"", ""anthony kiedis is one of the founding members of the red hot chili peppers"", ""flea"", ""flea and anthony kiedis are key members of the red hot chili pe"", ""flea founded the red hot chili peppers"", ""flea is one of the founding members of the red hot chili peppers"", ""founding members anthony kiedis and flea michael peter balzary"", ""james morton founded the red hot peppers"", ""jelly roll morton"", ""the context does not explicitly mention the founder of the red hot chili peppers however the band was founded by anthony kiedis and flea"", ""the context does not provide information about the founder of the red hot chili peppers"", ""the context does not provide information on which musician founded the red hot chili peppers"", ""the context does not provide the name of the musician who founded the red hot pe"", ""the context does not specify a single musician who founded the red hot chili peppers"", ""the context does not specify which musician founded the red hot chili peppers"", ""the context doesn t specify a single founder of the red hot chili peppers"", ""the context doesn t specify who founded the red hot chili peppers however the"", ""the founding members of the red hot chili peppers are vocalist anthony kiedis"", ""the musician who founded the red hot chili peppers is anthony kiedis"", ""the musician who founded the red hot chili peppers is flea"", ""the musician who founded the red hot peppers is jelly roll morton"", ""the musician who founded the red hot peppers was jelly roll morton"", ""the musicians who founded the red hot chili peppers are anthony kiedis and"", ""the red hot chili peppers were co founded by flea and anthony kied"", ""the red hot chili peppers were founded by anthony kiedis flea"", ""the red hot chili peppers were founded by anthony kiedis flea jack irons and hillel slovak"", ""the red hot chili peppers were founded by vocalist anthony kiedis and bassist""]",False
Where did the Shinning Path terrorists operate?,0.0,1.0,0.0,standard,"[""the shining path terrorists operated in peru"", ""the shining path terrorists operated in peru s southeast jungle""]",True
How old was Jimi Hendrix when he died?,0.0,1.0,0.0,standard,"[""27 years old"", ""jimi hendrix was 27 years old when he died"", ""jimi hendrix was twenty seven years old when he died""]",True
Which Brit broke the land speed record in 1990 in Thrust 2?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
In which state was Gene Vincent born?,0.0,1.0,0.0,standard,"[""gene vincent was born in virginia"", ""gene vincent was born in west virginia"", ""the context does not specify gene vincent s birthplace"", ""the context does not specify the state where gene vincent was born"", ""virginia""]",True
How was the European Recovery Program in the 1940s more commonly known?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Brandon Lee died during the making of which movie?,0.0,1.0,0.0,standard,"[""brandon lee died during the making of the crow"", ""the crow"", ""the movie is the crow""]",True
Who had a 70s No 1 hit with Let's Do It Again?,0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""the context does not provide the answer to who had a 70s no 1 hit with let s do it again"", ""the context does not provide the information about who had a 70s no 1 hit with let s do it again""]",False
Who had a Too Legit To Quit Tour?,0.0,1.0,0.0,standard,"[""hammer"", ""hammer had a too legit to quit tour"", ""m c hammer had a too legit to quit tour"", ""mc hammer"", ""mc hammer had a too legit to quit tour"", ""the artist associated with the too legit to quit tour is not specified in the provided context"", ""the artist who had a too legit to quit tour is likely mc hammer"", ""the context does not mention a too legit to quit tour it refers to the winners never quit tour"", ""the context does not mention who had a too legit to quit tour"", ""the context does not provide information about a too legit to quit tour it primarily discusses jon bon jovi and his band s tensions"", ""the context does not provide information about a too legit to quit tour therefore it is unclear who had that tour based on the provided text"", ""the context does not provide information about who had a too legit to quit tour"", ""the context does not specify who had a too legit to quit tour"", ""the context provided does not mention anyone having a too legit to quit tour"", ""the too legit to quit tour was by mc hammer""]",True
"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""",0.0,1.0,0.0,standard,"[""according to rudyard kipling the two imposters are tri"", ""according to rudyard kipling the two imposters are triumph and"", ""according to rudyard kipling the two imposters are triumph and disaster"", ""according to rudyard kipling the two imposters are triumph and disgrace"", ""according to rudyard kipling the two imposters are victory and defeat"", ""according to rudyard kipling the two imposters that meet and treat the same day are victory and defeat"", ""in rudyard kipling s work the two imposters refer to triumph and disaster"", ""the two imposters according to rudyard kipling are success and failure"", ""the two imposters according to rudyard kipling are triumph and disaster"", ""the two imposters are success and failure"", ""the two imposters are triumph and disaster"", ""the two imposters referred to by rudyard kipling are success and failure"", ""the two imposters referred to by rudyard kipling are triumph"", ""the two imposters referred to by rudyard kipling are triumph and"", ""the two imposters referred to by rudyard kipling are triumph and disappointment"", ""the two imposters referred to by rudyard kipling are triumph and disaster"", ""the two imposters referred to by rudyard kipling are victory and defeat"", ""triumph and disaster""]",False
Who is the most successful UK solo artist in the USA?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""adele is the most successful uk solo artist in the usa"", ""beyonc is the most successful uk solo artist in the usa"", ""cliff richard is the most successful uk solo artist in the usa"", ""elton john is the most successful uk solo artist in the usa"", ""madonna is the most successful uk solo artist in the usa"", ""the context does not explicitly state who the most successful uk solo artist in the usa"", ""the context does not provide information about the most successful uk solo artist in the usa"", ""the context does not specify who the most successful uk solo artist in the usa is"", ""the most successful uk solo artist in the usa is adele"", ""the most successful uk solo artist in the usa is elton john"", ""the most successful uk solo artist in the usa is not explicitly mentioned but est"", ""the most successful uk solo artist in the usa is not specified in the provided context""]",True
Where was horse racing's Breeder's Cup held in 1987?,0.0,1.0,0.0,standard,"[""the breeder s cup in 1987 was held at holcomb"", ""the breeder s cup was held at hollywood park in 1987"", ""the breeder s cup was held at hollywood park in california in 1987"", ""the breeder s cup was held at santa anita in 1987"", ""the breeder s cup was held at santa anita park in 1987"", ""the breeder s cup was held in 1987 at hollywood park"", ""the breeder s cup was held in 1987 at hollywood park in california"", ""the breeders cup in 1987 was held at hollywood park in california"", ""the breeders cup was held at churchill downs in 1987"", ""the breeders cup was held at terrazas in 1987"", ""the breeders cup was held in 1987 at hollywood park in california"", ""the context does not mention the location of horse racing s breeder s cup in 1987"", ""the context does not provide information about the location of horse racing s breeder s"", ""the context does not provide information about the location of the breeder s cup in 1987"", ""the context does not provide information about where the breeder s cup was held in"", ""the context does not provide information about where the breeder s cup was held in 1987"", ""the context does not provide specific information about the location of the breeder s cup in 1987"", ""the context does not provide the specific location of the breeders cup in"", ""the context does not specify the location of the breeder s cup in 198"", ""the context does not specify the location of the breeder s cup in 1987"", ""the context does not specify where the breeder s cup was held in 198"", ""the context does not specify where the breeder s cup was held in 1987""]",False
